name,bandgap
1,0.9653
2,1.6018
3,1.3563
4,1.2515
5,1.2954
6,1.4608
7,1.4608
8,1.6018
9,1.0058
10,0.4348
11,1.6018
12,1.6195
13,1.5605
14,1.3716
15,0.7202
16,0.1372
17,1.6055
18,0.4348
19,1.2515
20,0.237
21,0.237
22,0.237
23,0.237
24,0.237
25,0.237
26,0.237
27,0.237
28,1.2822
29,0.4348
30,1.642
31,1.3563
32,1.3716
33,1.3716
34,1.0058
35,1.3716
36,1.3716
37,1.0058
38,1.3716
39,0.7232
40,0.751
41,0.4909
42,1.4303
43,1.6005
44,1.709
45,1.3716
46,1.2954
47,0.4419
48,1.4083
49,1.5741
50,0.1745
51,1.7786
52,0.5711
53,0.871
54,0.5033
55,1.7819
56,1.3682
57,1.4303
58,1.2218
59,1.1801
60,1.3267
61,1.4912
62,0.6955
63,0.0241
64,0.0241
65,0.0241
66,0.0241
67,0.9352
68,0.0241
69,1.4303
70,1.2515
71,1.2515
72,1.642
73,1.2515
74,1.2515
75,1.2515
76,0.4419
77,0.3876
78,1.2779
79,1.5821
80,0.004
81,0.7666
82,0.7666
83,1.642
84,1.2515
85,1.9731
86,1.8542
87,1.8542
88,1.3716
89,1.3716
90,0.7867
91,0.6248
92,0.0471
93,3.1509
94,0.0065
95,1.2856
96,0.8369
97,1.5871
98,2.1201
99,2.531
100,1.5326
101,0.6039
102,0.6039
103,0.4321
104,1.6005
105,0.4563
106,1.3446
107,1.6195
108,1.3682
109,1.153
110,0.8177
111,0.4968
112,3.9192
113,1.709
114,1.0211
115,0.6039
116,0.7232
117,1.6195
118,1.5192
119,1.5192
120,1.3147
121,1.2578
122,1.3267
123,1.0625
124,1.0625
125,0.004
126,0.004
127,0.237
128,0.237
129,0.237
130,0.237
131,0.237
132,0.237
133,0.237
134,0.237
135,0.237
136,0.237
137,1.4912
138,1.4912
139,1.1285
140,1.3073
141,1.6005
142,0.4348
143,1.9956
144,1.9138
145,0.237
146,0.8309
147,0.237
148,2.3763
149,0.1967
150,0.751
151,0.0447
152,0.5711
153,2.4279
154,1.3147
155,1.2515
156,1.2515
157,0.6955
158,1.2856
159,1.1168
160,0.6955
161,0.5193
162,1.2146
163,0.0017
164,0.9263
165,0.3675
166,1.1721
167,0.9263
168,0.909
169,1.2515
170,0.6955
171,1.3886
172,1.6195
173,0.009
174,1.7442
175,3.1509
176,1.6018
177,1.5908
178,0.1497
179,0.5336
180,1.4454
181,1.0924
182,0.9396
183,0.9143
184,1.5922
185,0.5834
186,1.9956
187,1.6195
188,1.6195
189,1.6195
190,0.1967
191,0.751
192,0.7232
193,0.7034
194,1.2218
195,0.8675
196,1.8542
197,0.8142
198,1.6195
199,1.0322
200,0.1072
201,1.5112
202,0.3895
203,0.1638
204,1.1168
205,0.1132
206,1.9359
207,1.5326
208,2.612
209,2.1741
210,1.2569
211,2.4279
212,2.1525
213,1.8542
214,1.1479
215,1.8542
216,1.3491
217,1.0767
218,1.5326
219,1.727
220,1.642
221,1.3682
222,1.4303
223,2.9068
224,0.8478
225,0.4649
226,0.1497
227,0.4893
228,1.6869
229,1.6869
230,1.616
231,1.035
232,4.0966
233,4.0966
234,0.4841
235,0.4841
236,1.2754
237,1.2754
238,1.642
239,1.6027
240,4.038
241,1.6195
242,2.7423
243,1.5908
244,1.5192
245,1.3267
246,1.5192
247,1.3921
248,0.8878
249,1.533
250,1.1801
251,1.3073
252,0.3463
253,0.465
254,1.4921
255,0.7925
256,1.0462
257,0.6798
258,1.6195
259,2.4279
260,2.4279
261,0.5092
262,0.3895
263,0.6955
264,0.3108
265,0.3875
266,0.1117
267,0.1117
268,2.004
269,1.0065
270,1.0277
271,0.9955
272,1.0322
273,1.0322
274,0.0482
275,1.7442
276,1.7442
277,2.4816
278,1.3491
279,1.0625
280,3.455
281,3.455
282,4.0248
283,1.7786
284,1.5551
285,1.2548
286,1.709
287,0.4841
288,0.4841
289,0.4841
290,0.4841
291,1.1285
292,0.338
293,0.338
294,2.2281
295,1.6729
296,1.6729
297,1.8571
298,2.1359
299,3.6153
300,0.6018
301,0.7289
302,1.3461
303,0.9143
304,0.1886
305,0.1497
306,1.4925
307,0.4968
308,0.7527
309,1.3528
310,1.307
311,0.8177
312,0.4843
313,1.2218
314,3.4143
315,1.511
316,0.1967
317,0.7377
318,0.1967
319,0.8645
320,1.2437
321,0.761
322,0.148
323,1.9277
324,1.9277
325,3.7573
326,1.3491
327,1.0824
328,2.02
329,1.9428
330,0.6492
331,0.3248
332,0.5619
333,0.9653
334,0.1745
335,1.6005
336,0.9581
337,1.1563
338,0.6889
339,0.3893
340,0.9543
341,0.9543
342,1.0058
343,0.1967
344,0.5626
345,0.8369
346,1.388
347,0.9955
348,0.4282
349,1.9277
350,1.5908
351,1.2822
352,0.2979
353,3.2134
354,3.3914
355,0.2461
356,0.1276
357,0.5518
358,0.0385
359,0.1276
360,0.7935
361,0.1837
362,0.998
363,0.6889
364,0.2587
365,1.5821
366,1.5513
367,1.5703
368,1.4467
369,1.0208
370,0.6882
371,1.5603
372,1.5868
373,1.1946
374,1.7483
375,1.4749
376,1.5605
377,1.5178
378,1.7483
379,1.5675
380,1.5922
381,0.9955
382,1.4608
383,0.5626
384,1.5922
385,1.5821
386,0.2706
387,1.6005
388,2.1968
389,2.0846
390,0.8846
391,1.7868
392,1.7868
393,0.9826
394,0.9826
395,0.9826
396,0.9826
397,0.1886
398,0.0611
399,0.9826
400,0.1497
401,0.9826
402,0.9826
403,0.9826
404,1.8792
405,0.9826
406,1.8792
407,0.9826
408,0.9826
409,0.9826
410,1.4463
411,0.0474
412,0.6522
413,1.4454
414,0.6522
415,0.6522
416,1.4454
417,0.1497
418,0.9143
419,1.2843
420,1.4454
421,1.3311
422,0.4649
423,0.4649
424,1.5265
425,0.0898
426,0.4649
427,0.4649
428,2.8537
429,0.8951
430,2.5882
431,1.7118
432,1.0452
433,1.8571
434,0.9167
435,1.5981
436,1.5981
437,0.5711
438,1.7983
439,1.5821
440,0.4893
441,2.9099
442,1.9227
443,0.1382
